"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"1999","1999","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",43,519753,8.3
,"1999","1999","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",170,4431324,3.8
,"1999","1999","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",11,125044,Unreliable
,"1999","1999","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",46,385148,11.9
,"1999","1999","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",263,3865205,6.8
,"1999","1999","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",45,444367,10.1
,"1999","1999","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",289,4386249,6.6
,"1999","1999","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",69,294812,23.4
,"1999","1999","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",360,3485993,10.3
,"1999","1999","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",76,349571,21.7
,"1999","1999","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",393,3875879,10.1
,"1999","1999","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",14,68814,Unreliable
,"1999","1999","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",72,210570,34.2
,"1999","1999","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",465,2721384,17.1
,"1999","1999","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",60,231410,25.9
,"1999","1999","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",429,2787768,15.4
,"1999","1999","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",12,36503,Unreliable
,"1999","1999","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",75,114685,65.4
,"1999","1999","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",434,1645730,26.4
,"1999","1999","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",10,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",71,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",391,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",11,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",49,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",281,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",47,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",254,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",20,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",170,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",16,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",71,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",36,Not Applicable,Not Applicable
,"1999","1999","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",15,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",18,7944134,Unreliable
,"1999","1999","Renal failure","N17-N19","30-34 years","30-34","Male","M","Black or African American","2054-5",12,1308656,Unreliable
,"1999","1999","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",20,8447156,0.2
,"1999","1999","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",10,1564410,Unreliable
,"1999","1999","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",20,9277734,0.2
,"1999","1999","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",16,1387055,Unreliable
,"1999","1999","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",31,9425123,0.3
,"1999","1999","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",17,1468119,Unreliable
,"1999","1999","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",29,9135045,0.3
,"1999","1999","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",24,1291354,1.9
,"1999","1999","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",56,9169012,0.6
,"1999","1999","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",22,1229341,1.8
,"1999","1999","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",52,8240528,0.6
,"1999","1999","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",34,1060502,3.2
,"1999","1999","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",85,8151142,1.0
,"1999","1999","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",24,957589,2.5
,"1999","1999","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",70,7271943,1.0
,"1999","1999","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",31,811874,3.8
,"1999","1999","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",114,7099852,1.6
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",23,722150,3.2
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",87,5754517,1.5
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",32,589866,5.4
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",101,5470979,1.8
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",31,600993,5.2
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",98,4784689,2.0
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",57,471350,12.1
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",156,4407170,3.5
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",43,519753,8.3
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",170,4431324,3.8
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",11,125044,Unreliable
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",46,385148,11.9
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",263,3865205,6.8
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",45,444367,10.1
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",289,4386249,6.6
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",69,294812,23.4
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",360,3485993,10.3
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",76,349571,21.7
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",393,3875879,10.1
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",14,68814,Unreliable
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",72,210570,34.2
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",463,2721384,17.0
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",60,231410,25.9
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",429,2787768,15.4
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",12,36503,Unreliable
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",75,114685,65.4
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",431,1645730,26.2
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",10,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",71,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",390,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",11,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",49,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",281,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",47,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",254,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",20,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",170,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",16,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",70,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",36,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",15,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",13,8082203,Unreliable
,"2000","2000","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",13,8381747,Unreliable
,"2000","2000","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Black or African American","2054-5",16,1563679,Unreliable
,"2000","2000","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","White","2106-3",26,9176169,0.3
,"2000","2000","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Black or African American","2054-5",21,1386896,1.5
,"2000","2000","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","White","2106-3",24,9315701,0.3
,"2000","2000","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",24,1490950,1.6
,"2000","2000","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",35,9210111,0.4
,"2000","2000","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",24,1317791,1.8
,"2000","2000","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",65,9252191,0.7
,"2000","2000","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",20,1264346,1.6
,"2000","2000","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",37,8397915,0.4
,"2000","2000","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",35,1096126,3.2
,"2000","2000","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",93,8315715,1.1
,"2000","2000","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Black or African American","2054-5",32,1009332,3.2
,"2000","2000","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","White","2106-3",64,7522909,0.9
,"2000","2000","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Black or African American","2054-5",42,860621,4.9
,"2000","2000","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","White","2106-3",102,7354413,1.4
,"2000","2000","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Black or African American","2054-5",25,740990,3.4
,"2000","2000","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","White","2106-3",91,5913277,1.5
,"2000","2000","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Black or African American","2054-5",37,607295,6.1
,"2000","2000","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","White","2106-3",146,5626391,2.6
,"2000","2000","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Black or African American","2054-5",44,611886,7.2
,"2000","2000","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","White","2106-3",125,4817566,2.6
,"2000","2000","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Black or African American","2054-5",55,482966,11.4
,"2000","2000","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","White","2106-3",187,4441007,4.2
,"2000","2000","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",54,520829,10.4
,"2000","2000","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",185,4414157,4.2
,"2000","2000","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",55,384337,14.3
,"2000","2000","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",247,3859032,6.4
,"2000","2000","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",62,450462,13.8
,"2000","2000","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",256,4342851,5.9
,"2000","2000","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",15,100745,Unreliable
,"2000","2000","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",65,299120,21.7
,"2000","2000","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",343,3484388,9.8
,"2000","2000","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",60,351110,17.1
,"2000","2000","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",398,3907083,10.2
,"2000","2000","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",13,72501,Unreliable
,"2000","2000","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",90,211634,42.5
,"2000","2000","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",488,2748114,17.8
,"2000","2000","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",73,235532,31.0
,"2000","2000","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",474,2808414,16.9
,"2000","2000","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",13,39186,Unreliable
,"2000","2000","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",57,118627,48.0
,"2000","2000","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",438,1670809,26.2
,"2000","2000","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",70,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",432,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",45,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",321,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",38,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",279,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",17,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",132,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",23,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",94,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",34,Not Applicable,Not Applicable
,"2000","2000","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",13,8082203,Unreliable
,"2000","2000","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",13,8381747,Unreliable
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",16,1563679,Unreliable
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",26,9176169,0.3
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",21,1386896,1.5
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",25,9315701,0.3
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",24,1490950,1.6
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",35,9210111,0.4
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",24,1317791,1.8
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",65,9252191,0.7
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",21,1264346,1.7
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",37,8397915,0.4
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",35,1096126,3.2
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",92,8315715,1.1
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",32,1009332,3.2
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",63,7522909,0.8
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",42,860621,4.9
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",102,7354413,1.4
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",25,740990,3.4
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",91,5913277,1.5
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",35,607295,5.8
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",146,5626391,2.6
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",44,611886,7.2
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",126,4817566,2.6
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",54,482966,11.2
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",187,4441007,4.2
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",54,520829,10.4
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",186,4414157,4.2
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",56,384337,14.6
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",247,3859032,6.4
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",62,450462,13.8
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",257,4342851,5.9
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",15,100745,Unreliable
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",66,299120,22.1
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",345,3484388,9.9
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",59,351110,16.8
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",400,3907083,10.2
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",13,72501,Unreliable
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",90,211634,42.5
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",489,2748114,17.8
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",74,235532,31.4
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",477,2808414,17.0
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",13,39186,Unreliable
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",56,118627,47.2
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",439,1670809,26.3
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",71,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",436,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",46,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",320,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",38,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",283,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",17,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",132,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",24,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",94,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",35,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"2001","2001","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",15,7581185,Unreliable
,"2001","2001","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",18,8102826,Unreliable
,"2001","2001","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",14,8406789,Unreliable
,"2001","2001","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Black or African American","2054-5",11,1554419,Unreliable
