"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"2018","2018","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",14,8515,Unreliable
,"2018","2018","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",11006,5302945,207.5
,"2018","2018","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","More than one race","M",60,56787,105.7
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",75,34620,216.6
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Asian","A",315,228632,137.8
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",1781,496165,359.0
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",13,5757,Unreliable
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",10714,4313074,248.4
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","More than one race","M",39,44144,88.3
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",83,28596,290.3
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian","A",428,181752,235.5
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",1729,329086,525.4
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",15,4923,Unreliable
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",11515,3565466,323.0
,"2018","2018","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","More than one race","M",45,34851,129.1
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",81,22098,366.5
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Asian","A",399,155594,256.4
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",1692,336470,502.9
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",18,3748,Unreliable
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",11182,2990755,373.9
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","More than one race","M",45,28277,159.1
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",72,16134,446.3
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian","A",415,116509,356.2
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",1467,195786,749.3
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",16,2919,Unreliable
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",11227,2238341,501.6
,"2018","2018","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","More than one race","M",41,20677,198.3
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",47,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian","A",453,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",1579,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",11864,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","More than one race","M",49,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",43,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian","A",372,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",1014,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",10415,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","More than one race","M",19,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",42,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Asian","A",358,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",1067,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",9402,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","More than one race","M",20,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",28,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Asian","A",281,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",523,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",6671,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","More than one race","M",14,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","American Indian or Alaska Native","1002-5",19,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Asian","A",134,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",484,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",4088,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","More than one race","M",12,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Asian","A",99,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Black or African American","2054-5",190,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",2163,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Asian","A",35,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Black or African American","2054-5",142,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",676,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","Asian","A",20,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","Black or African American","2054-5",26,Not Applicable,Not Applicable
,"2018","2018","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","White","2106-3",242,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","Black or African American","2054-5",67,280549,23.9
,"2019","2019","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","White","2106-3",102,1328470,7.7
,"2019","2019","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Black or African American","2054-5",68,290934,23.4
,"2019","2019","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","White","2106-3",92,1393789,6.6
,"2019","2019","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","Black or African American","2054-5",22,1178252,1.9
,"2019","2019","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","White","2106-3",62,5528197,1.1
,"2019","2019","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","Black or African American","2054-5",20,1208423,1.7
,"2019","2019","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","White","2106-3",51,5804628,0.9
,"2019","2019","Other bacterial diseases","A30-A49","5-9 years","5-9","Female","F","Black or African American","2054-5",12,1504849,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","5-9 years","5-9","Female","F","White","2106-3",43,7084989,0.6
,"2019","2019","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","White","2106-3",30,7432676,0.4
,"2019","2019","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","White","2106-3",53,7343403,0.7
,"2019","2019","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","Black or African American","2054-5",13,1590426,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","White","2106-3",44,7699102,0.6
,"2019","2019","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","Black or African American","2054-5",21,1553023,1.4
,"2019","2019","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","White","2106-3",61,7525358,0.8
,"2019","2019","Other bacterial diseases","A30-A49","15-19 years","15-19","Male","M","Black or African American","2054-5",28,1595563,1.8
,"2019","2019","Other bacterial diseases","A30-A49","15-19 years","15-19","Male","M","White","2106-3",88,7898407,1.1
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","Black or African American","2054-5",45,1626535,2.8
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","White","2106-3",147,7695287,1.9
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","Asian","A",16,658274,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","Black or African American","2054-5",55,1672322,3.3
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","White","2106-3",173,8113485,2.1
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","Black or African American","2054-5",90,1855461,4.9
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","White","2106-3",305,8262050,3.7
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","American Indian or Alaska Native","1002-5",17,179542,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Asian","A",14,807951,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Black or African American","2054-5",100,1890983,5.3
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",323,8723515,3.7
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","American Indian or Alaska Native","1002-5",18,149661,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Asian","A",18,881213,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Black or African American","2054-5",148,1660003,8.9
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",480,8059180,6.0
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","American Indian or Alaska Native","1002-5",20,165359,12.1
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Asian","A",18,827587,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Black or African American","2054-5",135,1601917,8.4
