"Notes","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Arizona","04","2017","2017","Renal failure","N17-N19","45-54 years","45-54",82,847764,9.7
,"Arizona","04","2017","2017","Renal failure","N17-N19","55-64 years","55-64",152,846253,18.0
,"Arizona","04","2017","2017","Renal failure","N17-N19","65-74 years","65-74",273,701409,38.9
,"Arizona","04","2017","2017","Renal failure","N17-N19","75-84 years","75-84",334,363610,91.9
,"Arizona","04","2017","2017","Renal failure","N17-N19","85+ years","85+",299,136727,218.7
,"Arkansas","05","2010","2010","Renal failure","N17-N19","45-54 years","45-54",30,407266,7.4
,"Arkansas","05","2010","2010","Renal failure","N17-N19","55-64 years","55-64",90,350991,25.6
,"Arkansas","05","2010","2010","Renal failure","N17-N19","65-74 years","65-74",116,234602,49.4
,"Arkansas","05","2010","2010","Renal failure","N17-N19","75-84 years","75-84",197,133977,147.0
,"Arkansas","05","2010","2010","Renal failure","N17-N19","85+ years","85+",211,51402,410.5
,"Arkansas","05","2011","2011","Renal failure","N17-N19","45-54 years","45-54",33,403512,8.2
,"Arkansas","05","2011","2011","Renal failure","N17-N19","55-64 years","55-64",72,363599,19.8
,"Arkansas","05","2011","2011","Renal failure","N17-N19","65-74 years","65-74",151,240264,62.8
,"Arkansas","05","2011","2011","Renal failure","N17-N19","75-84 years","75-84",209,135784,153.9
,"Arkansas","05","2011","2011","Renal failure","N17-N19","85+ years","85+",254,53051,478.8
,"Arkansas","05","2012","2012","Renal failure","N17-N19","35-44 years","35-44",15,363648,Unreliable
,"Arkansas","05","2012","2012","Renal failure","N17-N19","45-54 years","45-54",31,396935,7.8
,"Arkansas","05","2012","2012","Renal failure","N17-N19","55-64 years","55-64",86,364152,23.6
,"Arkansas","05","2012","2012","Renal failure","N17-N19","65-74 years","65-74",144,252770,57.0
,"Arkansas","05","2012","2012","Renal failure","N17-N19","75-84 years","75-84",209,135900,153.8
,"Arkansas","05","2012","2012","Renal failure","N17-N19","85+ years","85+",236,53920,437.7
,"Arkansas","05","2013","2013","Renal failure","N17-N19","35-44 years","35-44",15,364666,Unreliable
,"Arkansas","05","2013","2013","Renal failure","N17-N19","45-54 years","45-54",52,391101,13.3
,"Arkansas","05","2013","2013","Renal failure","N17-N19","55-64 years","55-64",110,366965,30.0
,"Arkansas","05","2013","2013","Renal failure","N17-N19","65-74 years","65-74",180,261551,68.8
,"Arkansas","05","2013","2013","Renal failure","N17-N19","75-84 years","75-84",205,138453,148.1
,"Arkansas","05","2013","2013","Renal failure","N17-N19","85+ years","85+",215,54416,395.1
,"Arkansas","05","2014","2014","Renal failure","N17-N19","35-44 years","35-44",17,364642,Unreliable
,"Arkansas","05","2014","2014","Renal failure","N17-N19","45-54 years","45-54",57,385750,14.8
,"Arkansas","05","2014","2014","Renal failure","N17-N19","55-64 years","55-64",120,369673,32.5
,"Arkansas","05","2014","2014","Renal failure","N17-N19","65-74 years","65-74",163,270213,60.3
,"Arkansas","05","2014","2014","Renal failure","N17-N19","75-84 years","75-84",220,140928,156.1
,"Arkansas","05","2014","2014","Renal failure","N17-N19","85+ years","85+",208,55050,377.8
,"Arkansas","05","2015","2015","Renal failure","N17-N19","35-44 years","35-44",17,365774,Unreliable
,"Arkansas","05","2015","2015","Renal failure","N17-N19","45-54 years","45-54",32,382362,8.4
,"Arkansas","05","2015","2015","Renal failure","N17-N19","55-64 years","55-64",113,374520,30.2
,"Arkansas","05","2015","2015","Renal failure","N17-N19","65-74 years","65-74",195,277411,70.3
,"Arkansas","05","2015","2015","Renal failure","N17-N19","75-84 years","75-84",224,143758,155.8
,"Arkansas","05","2015","2015","Renal failure","N17-N19","85+ years","85+",258,55980,460.9
,"Arkansas","05","2016","2016","Renal failure","N17-N19","35-44 years","35-44",14,364726,Unreliable
,"Arkansas","05","2016","2016","Renal failure","N17-N19","45-54 years","45-54",49,378897,12.9
,"Arkansas","05","2016","2016","Renal failure","N17-N19","55-64 years","55-64",122,378345,32.2
,"Arkansas","05","2016","2016","Renal failure","N17-N19","65-74 years","65-74",191,283580,67.4
,"Arkansas","05","2016","2016","Renal failure","N17-N19","75-84 years","75-84",265,146474,180.9
,"Arkansas","05","2016","2016","Renal failure","N17-N19","85+ years","85+",237,56680,418.1
,"Arkansas","05","2017","2017","Renal failure","N17-N19","35-44 years","35-44",22,366276,6.0
,"Arkansas","05","2017","2017","Renal failure","N17-N19","45-54 years","45-54",47,374651,12.5
,"Arkansas","05","2017","2017","Renal failure","N17-N19","55-64 years","55-64",110,381856,28.8
,"Arkansas","05","2017","2017","Renal failure","N17-N19","65-74 years","65-74",215,290509,74.0
,"Arkansas","05","2017","2017","Renal failure","N17-N19","75-84 years","75-84",251,150753,166.5
,"Arkansas","05","2017","2017","Renal failure","N17-N19","85+ years","85+",220,57882,380.1
,"California","06","2010","2010","Renal failure","N17-N19","25-34 years","25-34",48,5317877,0.9
,"California","06","2010","2010","Renal failure","N17-N19","35-44 years","35-44",152,5182710,2.9
,"California","06","2010","2010","Renal failure","N17-N19","45-54 years","45-54",414,5252371,7.9
,"California","06","2010","2010","Renal failure","N17-N19","55-64 years","55-64",799,4036493,19.8
,"California","06","2010","2010","Renal failure","N17-N19","65-74 years","65-74",1107,2275336,48.7
,"California","06","2010","2010","Renal failure","N17-N19","75-84 years","75-84",1826,1370210,133.3
,"California","06","2010","2010","Renal failure","N17-N19","85+ years","85+",2221,600968,369.6
,"California","06","2011","2011","Renal failure","N17-N19","25-34 years","25-34",66,5412367,1.2
,"California","06","2011","2011","Renal failure","N17-N19","35-44 years","35-44",134,5163971,2.6
,"California","06","2011","2011","Renal failure","N17-N19","45-54 years","45-54",437,5250438,8.3
,"California","06","2011","2011","Renal failure","N17-N19","55-64 years","55-64",834,4219756,19.8
,"California","06","2011","2011","Renal failure","N17-N19","65-74 years","65-74",1186,2377066,49.9
,"California","06","2011","2011","Renal failure","N17-N19","75-84 years","75-84",1855,1387924,133.7
,"California","06","2011","2011","Renal failure","N17-N19","85+ years","85+",2271,633634,358.4
,"California","06","2012","2012","Renal failure","N17-N19","25-34 years","25-34",52,5482640,0.9
,"California","06","2012","2012","Renal failure","N17-N19","35-44 years","35-44",137,5161434,2.7
,"California","06","2012","2012","Renal failure","N17-N19","45-54 years","45-54",428,5231936,8.2
,"California","06","2012","2012","Renal failure","N17-N19","55-64 years","55-64",858,4303873,19.9
,"California","06","2012","2012","Renal failure","N17-N19","65-74 years","65-74",1182,2539119,46.6
,"California","06","2012","2012","Renal failure","N17-N19","75-84 years","75-84",1836,1406685,130.5
,"California","06","2012","2012","Renal failure","N17-N19","85+ years","85+",2369,654281,362.1
,"California","06","2013","2013","Renal failure","N17-N19","25-34 years","25-34",68,5591286,1.2
,"California","06","2013","2013","Renal failure","N17-N19","35-44 years","35-44",138,5149410,2.7
,"California","06","2013","2013","Renal failure","N17-N19","45-54 years","45-54",423,5212165,8.1
,"California","06","2013","2013","Renal failure","N17-N19","55-64 years","55-64",846,4403436,19.2
,"California","06","2013","2013","Renal failure","N17-N19","65-74 years","65-74",1162,2688985,43.2
,"California","06","2013","2013","Renal failure","N17-N19","75-84 years","75-84",1846,1434280,128.7
,"California","06","2013","2013","Renal failure","N17-N19","85+ years","85+",2258,668466,337.8
,"California","06","2014","2014","Renal failure","N17-N19","25-34 years","25-34",50,5723386,0.9
,"California","06","2014","2014","Renal failure","N17-N19","35-44 years","35-44",152,5175338,2.9
,"California","06","2014","2014","Renal failure","N17-N19","45-54 years","45-54",407,5243544,7.8
,"California","06","2014","2014","Renal failure","N17-N19","55-64 years","55-64",998,4519600,22.1
,"California","06","2014","2014","Renal failure","N17-N19","65-74 years","65-74",1253,2834360,44.2
,"California","06","2014","2014","Renal failure","N17-N19","75-84 years","75-84",1712,1470037,116.5
,"California","06","2014","2014","Renal failure","N17-N19","85+ years","85+",2248,688650,326.4
,"California","06","2015","2015","Renal failure","N17-N19","25-34 years","25-34",62,5835694,1.1
,"California","06","2015","2015","Renal failure","N17-N19","35-44 years","35-44",148,5187676,2.9
,"California","06","2015","2015","Renal failure","N17-N19","45-54 years","45-54",459,5246813,8.7
,"California","06","2015","2015","Renal failure","N17-N19","55-64 years","55-64",963,4629863,20.8
,"California","06","2015","2015","Renal failure","N17-N19","65-74 years","65-74",1472,2977403,49.4
,"California","06","2015","2015","Renal failure","N17-N19","75-84 years","75-84",1831,1503574,121.8
,"California","06","2015","2015","Renal failure","N17-N19","85+ years","85+",2254,707777,318.5
,"California","06","2016","2016","Renal failure","N17-N19","25-34 years","25-34",80,5917785,1.4
,"California","06","2016","2016","Renal failure","N17-N19","35-44 years","35-44",172,5159932,3.3
,"California","06","2016","2016","Renal failure","N17-N19","45-54 years","45-54",458,5195297,8.8
,"California","06","2016","2016","Renal failure","N17-N19","55-64 years","55-64",1039,4688718,22.2
,"California","06","2016","2016","Renal failure","N17-N19","65-74 years","65-74",1478,3089002,47.8
,"California","06","2016","2016","Renal failure","N17-N19","75-84 years","75-84",1857,1535300,121.0
,"California","06","2016","2016","Renal failure","N17-N19","85+ years","85+",2320,722333,321.2
,"California","06","2017","2017","Renal failure","N17-N19","25-34 years","25-34",66,6023779,1.1
,"California","06","2017","2017","Renal failure","N17-N19","35-44 years","35-44",155,5223062,3.0
,"California","06","2017","2017","Renal failure","N17-N19","45-54 years","45-54",442,5162688,8.6
,"California","06","2017","2017","Renal failure","N17-N19","55-64 years","55-64",1043,4762678,21.9
,"California","06","2017","2017","Renal failure","N17-N19","65-74 years","65-74",1573,3195800,49.2
,"California","06","2017","2017","Renal failure","N17-N19","75-84 years","75-84",1858,1576765,117.8
,"California","06","2017","2017","Renal failure","N17-N19","85+ years","85+",2268,732793,309.5
,"Colorado","08","2010","2010","Renal failure","N17-N19","45-54 years","45-54",18,742698,Unreliable
,"Colorado","08","2010","2010","Renal failure","N17-N19","55-64 years","55-64",66,597644,11.0
,"Colorado","08","2010","2010","Renal failure","N17-N19","65-74 years","65-74",85,309960,27.4
,"Colorado","08","2010","2010","Renal failure","N17-N19","75-84 years","75-84",171,170052,100.6
,"Colorado","08","2010","2010","Renal failure","N17-N19","85+ years","85+",185,69613,265.8
,"Colorado","08","2011","2011","Renal failure","N17-N19","35-44 years","35-44",13,701115,Unreliable
,"Colorado","08","2011","2011","Renal failure","N17-N19","45-54 years","45-54",43,734382,5.9
,"Colorado","08","2011","2011","Renal failure","N17-N19","55-64 years","55-64",63,628620,10.0
,"Colorado","08","2011","2011","Renal failure","N17-N19","65-74 years","65-74",74,327889,22.6
,"Colorado","08","2011","2011","Renal failure","N17-N19","75-84 years","75-84",137,174134,78.7
,"Colorado","08","2011","2011","Renal failure","N17-N19","85+ years","85+",184,73797,249.3
,"Colorado","08","2012","2012","Renal failure","N17-N19","45-54 years","45-54",34,725419,4.7
,"Colorado","08","2012","2012","Renal failure","N17-N19","55-64 years","55-64",55,641878,8.6
,"Colorado","08","2012","2012","Renal failure","N17-N19","65-74 years","65-74",82,358320,22.9
,"Colorado","08","2012","2012","Renal failure","N17-N19","75-84 years","75-84",128,178411,71.7
,"Colorado","08","2012","2012","Renal failure","N17-N19","85+ years","85+",169,76510,220.9
,"Colorado","08","2013","2013","Renal failure","N17-N19","35-44 years","35-44",14,714791,Unreliable
,"Colorado","08","2013","2013","Renal failure","N17-N19","45-54 years","45-54",30,717115,4.2
,"Colorado","08","2013","2013","Renal failure","N17-N19","55-64 years","55-64",62,656161,9.4
,"Colorado","08","2013","2013","Renal failure","N17-N19","65-74 years","65-74",89,385152,23.1
,"Colorado","08","2013","2013","Renal failure","N17-N19","75-84 years","75-84",149,182967,81.4
,"Colorado","08","2013","2013","Renal failure","N17-N19","85+ years","85+",166,79272,209.4
,"Colorado","08","2014","2014","Renal failure","N17-N19","35-44 years","35-44",16,722553,Unreliable
,"Colorado","08","2014","2014","Renal failure","N17-N19","45-54 years","45-54",25,714315,3.5
,"Colorado","08","2014","2014","Renal failure","N17-N19","55-64 years","55-64",86,670286,12.8
,"Colorado","08","2014","2014","Renal failure","N17-N19","65-74 years","65-74",119,409949,29.0
,"Colorado","08","2014","2014","Renal failure","N17-N19","75-84 years","75-84",165,188439,87.6
,"Colorado","08","2014","2014","Renal failure","N17-N19","85+ years","85+",196,81627,240.1
,"Colorado","08","2015","2015","Renal failure","N17-N19","35-44 years","35-44",12,733546,Unreliable
,"Colorado","08","2015","2015","Renal failure","N17-N19","45-54 years","45-54",27,714364,3.8
,"Colorado","08","2015","2015","Renal failure","N17-N19","55-64 years","55-64",77,685560,11.2
,"Colorado","08","2015","2015","Renal failure","N17-N19","65-74 years","65-74",117,433698,27.0
,"Colorado","08","2015","2015","Renal failure","N17-N19","75-84 years","75-84",148,193948,76.3
,"Colorado","08","2015","2015","Renal failure","N17-N19","85+ years","85+",185,83979,220.3
,"Colorado","08","2016","2016","Renal failure","N17-N19","25-34 years","25-34",15,842409,Unreliable
,"Colorado","08","2016","2016","Renal failure","N17-N19","35-44 years","35-44",28,742076,3.8
,"Colorado","08","2016","2016","Renal failure","N17-N19","45-54 years","45-54",35,717723,4.9
,"Colorado","08","2016","2016","Renal failure","N17-N19","55-64 years","55-64",107,699310,15.3
,"Colorado","08","2016","2016","Renal failure","N17-N19","65-74 years","65-74",160,457780,35.0
,"Colorado","08","2016","2016","Renal failure","N17-N19","75-84 years","75-84",173,199973,86.5
,"Colorado","08","2016","2016","Renal failure","N17-N19","85+ years","85+",209,85771,243.7
,"Colorado","08","2017","2017","Renal failure","N17-N19","25-34 years","25-34",14,870662,Unreliable
,"Colorado","08","2017","2017","Renal failure","N17-N19","35-44 years","35-44",25,759774,3.3
,"Colorado","08","2017","2017","Renal failure","N17-N19","45-54 years","45-54",72,715133,10.1
,"Colorado","08","2017","2017","Renal failure","N17-N19","55-64 years","55-64",159,706480,22.5
,"Colorado","08","2017","2017","Renal failure","N17-N19","65-74 years","65-74",188,479220,39.2
,"Colorado","08","2017","2017","Renal failure","N17-N19","75-84 years","75-84",249,206554,120.5
,"Colorado","08","2017","2017","Renal failure","N17-N19","85+ years","85+",285,86268,330.4
,"Connecticut","09","2010","2010","Renal failure","N17-N19","45-54 years","45-54",20,575597,3.5
,"Connecticut","09","2010","2010","Renal failure","N17-N19","55-64 years","55-64",44,443452,9.9
,"Connecticut","09","2010","2010","Renal failure","N17-N19","65-74 years","65-74",106,254944,41.6
,"Connecticut","09","2010","2010","Renal failure","N17-N19","75-84 years","75-84",198,166717,118.8
,"Connecticut","09","2010","2010","Renal failure","N17-N19","85+ years","85+",293,84898,345.1
,"Connecticut","09","2011","2011","Renal failure","N17-N19","35-44 years","35-44",13,468809,Unreliable
,"Connecticut","09","2011","2011","Renal failure","N17-N19","45-54 years","45-54",27,572499,4.7
,"Connecticut","09","2011","2011","Renal failure","N17-N19","55-64 years","55-64",65,461663,14.1
,"Connecticut","09","2011","2011","Renal failure","N17-N19","65-74 years","65-74",78,263470,29.6
,"Connecticut","09","2011","2011","Renal failure","N17-N19","75-84 years","75-84",215,164790,130.5
,"Connecticut","09","2011","2011","Renal failure","N17-N19","85+ years","85+",346,87199,396.8
,"Connecticut","09","2012","2012","Renal failure","N17-N19","45-54 years","45-54",27,566537,4.8
,"Connecticut","09","2012","2012","Renal failure","N17-N19","55-64 years","55-64",38,467473,8.1
,"Connecticut","09","2012","2012","Renal failure","N17-N19","65-74 years","65-74",95,281617,33.7
,"Connecticut","09","2012","2012","Renal failure","N17-N19","75-84 years","75-84",159,162927,97.6
,"Connecticut","09","2012","2012","Renal failure","N17-N19","85+ years","85+",293,88168,332.3
,"Connecticut","09","2013","2013","Renal failure","N17-N19","45-54 years","45-54",27,556378,4.9
,"Connecticut","09","2013","2013","Renal failure","N17-N19","55-64 years","55-64",53,477383,11.1
