"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian or Pacific Islander","A-PI",15,211740,Unreliable
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",159,589866,27.0
,"1999","1999","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",468,5470979,8.6
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Asian or Pacific Islander","A-PI",13,190223,Unreliable
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",120,600993,20.0
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",423,4784689,8.8
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Asian or Pacific Islander","A-PI",23,166190,13.8
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",158,471350,33.5
,"1999","1999","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",702,4407170,15.9
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Female","F","Asian or Pacific Islander","A-PI",25,162305,15.4
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",174,519753,33.5
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",738,4431324,16.7
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",29,125044,23.2
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",204,385148,53.0
,"1999","1999","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",1112,3865205,28.8
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",11,21795,Unreliable
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",25,131025,19.1
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",210,444367,47.3
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",1275,4386249,29.1
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",37,96080,38.5
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",243,294812,82.4
,"1999","1999","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",1752,3485993,50.3
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",11,15848,Unreliable
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",35,89923,38.9
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",293,349571,83.8
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",2018,3875879,52.1
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",13,10617,Unreliable
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",43,68814,62.5
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",322,210570,152.9
,"1999","1999","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",2437,2721384,89.6
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",14,9395,Unreliable
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",35,51404,68.1
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",292,231410,126.2
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",2490,2787768,89.3
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",52,36503,142.5
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",264,114685,230.2
,"1999","1999","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",2528,1645730,153.6
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",36,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",262,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",2526,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",38,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",212,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",1968,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian or Pacific Islander","A-PI",22,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",192,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",1604,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian or Pacific Islander","A-PI",20,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",88,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",1010,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",89,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",609,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",32,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",269,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",21,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",93,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","100+ years","100+","Male","M","Black or African American","2054-5",10,Not Applicable,Not Applicable
,"1999","1999","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",32,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","< 1 year","1","Female","F","Black or African American","2054-5",21,302401,6.9
,"2000","2000","Renal failure","N17-N19","< 1 year","1","Female","F","White","2106-3",46,1447232,3.2
,"2000","2000","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",29,312650,9.3
,"2000","2000","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",65,1524372,4.3
,"2000","2000","Renal failure","N17-N19","20-24 years","20-24","Female","F","White","2106-3",19,7249136,Unreliable
,"2000","2000","Renal failure","N17-N19","20-24 years","20-24","Male","M","Black or African American","2054-5",10,1360383,Unreliable
,"2000","2000","Renal failure","N17-N19","20-24 years","20-24","Male","M","White","2106-3",14,7722976,Unreliable
,"2000","2000","Renal failure","N17-N19","25-29 years","25-29","Female","F","Black or African American","2054-5",15,1415587,Unreliable
,"2000","2000","Renal failure","N17-N19","25-29 years","25-29","Female","F","White","2106-3",15,7491633,Unreliable
,"2000","2000","Renal failure","N17-N19","25-29 years","25-29","Male","M","Black or African American","2054-5",15,1281456,Unreliable
,"2000","2000","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",24,7850735,0.3
,"2000","2000","Renal failure","N17-N19","30-34 years","30-34","Female","F","Black or African American","2054-5",17,1450022,Unreliable
,"2000","2000","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",36,8082203,0.4
,"2000","2000","Renal failure","N17-N19","30-34 years","30-34","Male","M","Black or African American","2054-5",28,1304434,2.1
,"2000","2000","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",55,8381747,0.7
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",46,1563679,2.9
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",66,9176169,0.7
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",63,1386896,4.5
,"2000","2000","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",99,9315701,1.1
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",59,1490950,4.0
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",104,9210111,1.1
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",88,1317791,6.7
,"2000","2000","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",224,9252191,2.4
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",97,1264346,7.7
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",161,8397915,1.9
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Male","M","Asian or Pacific Islander","A-PI",10,386131,Unreliable
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",134,1096126,12.2
,"2000","2000","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",319,8315715,3.8
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",93,1009332,9.2
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",231,7522909,3.1
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Male","M","Asian or Pacific Islander","A-PI",11,319238,Unreliable
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",145,860621,16.8
,"2000","2000","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",396,7354413,5.4
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Female","F","Asian or Pacific Islander","A-PI",11,251678,Unreliable
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",77,740990,10.4
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",356,5913277,6.0
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Male","M","American Indian or Alaska Native","1002-5",10,51121,Unreliable
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian or Pacific Islander","A-PI",19,223922,Unreliable
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",147,607295,24.2
,"2000","2000","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",546,5626391,9.7
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",148,611886,24.2
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",500,4817566,10.4
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Asian or Pacific Islander","A-PI",19,175365,Unreliable
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",175,482966,36.2
,"2000","2000","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",723,4441007,16.3
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Female","F","Asian or Pacific Islander","A-PI",23,167552,13.7
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",195,520829,37.4
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",757,4414157,17.1
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",29,130742,22.2
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",214,384337,55.7
,"2000","2000","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",1110,3859032,28.8
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",30,137750,21.8
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",259,450462,57.5
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",1317,4342851,30.3
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",42,100745,41.7
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",265,299120,88.6
,"2000","2000","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",1768,3484388,50.7
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",24,95880,25.0
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",283,351110,80.6
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",2116,3907083,54.2
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",57,72501,78.6
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",323,211634,152.6
,"2000","2000","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",2487,2748114,90.5
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",15,10586,Unreliable
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",37,55938,66.1
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",352,235532,149.4
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",2656,2808414,94.6
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",32,39186,81.7
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",247,118627,208.2
,"2000","2000","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",2693,1670809,161.2
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",11,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",22,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",296,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",2755,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",35,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",198,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",2165,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian or Pacific Islander","A-PI",17,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",189,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",1767,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian or Pacific Islander","A-PI",23,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",86,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",1098,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",83,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",666,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",39,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",292,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",23,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",110,Not Applicable,Not Applicable
,"2000","2000","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",40,Not Applicable,Not Applicable
,"2001","2001","Renal failure","N17-N19","< 1 year","1","Female","F","Black or African American","2054-5",20,316708,6.3
,"2001","2001","Renal failure","N17-N19","< 1 year","1","Female","F","White","2106-3",37,1523937,2.4
,"2001","2001","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",24,326628,7.3
,"2001","2001","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",48,1595212,3.0
,"2001","2001","Renal failure","N17-N19","15-19 years","15-19","Female","F","Black or African American","2054-5",10,1555227,Unreliable
,"2001","2001","Renal failure","N17-N19","15-19 years","15-19","Male","M","White","2106-3",15,8317000,Unreliable
,"2001","2001","Renal failure","N17-N19","20-24 years","20-24","Female","F","White","2106-3",11,7540396,Unreliable
,"2001","2001","Renal failure","N17-N19","20-24 years","20-24","Male","M","Black or African American","2054-5",11,1433365,Unreliable
,"2001","2001","Renal failure","N17-N19","20-24 years","20-24","Male","M","White","2106-3",22,7997239,0.3
,"2001","2001","Renal failure","N17-N19","25-29 years","25-29","Female","F","Black or African American","2054-5",11,1380095,Unreliable
,"2001","2001","Renal failure","N17-N19","25-29 years","25-29","Female","F","White","2106-3",27,7219635,0.4
,"2001","2001","Renal failure","N17-N19","25-29 years","25-29","Male","M","Black or African American","2054-5",18,1245294,Unreliable
,"2001","2001","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",32,7581185,0.4
,"2001","2001","Renal failure","N17-N19","30-34 years","30-34","Female","F","Black or African American","2054-5",19,1459320,Unreliable
,"2001","2001","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",46,8102826,0.6
,"2001","2001","Renal failure","N17-N19","30-34 years","30-34","Male","M","Black or African American","2054-5",31,1305777,2.4
,"2001","2001","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",51,8406789,0.6
,"2001","2001","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",43,1554419,2.8
,"2001","2001","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",67,8915144,0.8
,"2001","2001","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",71,1380627,5.1
,"2001","2001","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",125,9074472,1.4
,"2001","2001","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",67,1528203,4.4
,"2001","2001","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",105,9335490,1.1
,"2001","2001","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",102,1351647,7.5
,"2001","2001","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",213,9379447,2.3
,"2001","2001","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",81,1314452,6.2
,"2001","2001","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",181,8617585,2.1
,"2001","2001","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",113,1143624,9.9
,"2001","2001","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",333,8541576,3.9
,"2001","2001","Renal failure","N17-N19","50-54 years","50-54","Female","F","Asian or Pacific Islander","A-PI",10,405304,Unreliable
,"2001","2001","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",90,1098498,8.2
,"2001","2001","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",263,7953021,3.3
,"2001","2001","Renal failure","N17-N19","50-54 years","50-54","Male","M","Asian or Pacific Islander","A-PI",10,347358,Unreliable
,"2001","2001","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",164,941429,17.4
,"2001","2001","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",466,7777205,6.0
,"2001","2001","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",111,770574,14.4
,"2001","2001","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",367,6105333,6.0
,"2001","2001","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian or Pacific Islander","A-PI",18,242365,Unreliable
,"2001","2001","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",171,634846,26.9
,"2001","2001","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",530,5828312,9.1
,"2001","2001","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Asian or Pacific Islander","A-PI",16,213586,Unreliable
,"2001","2001","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",165,627585,26.3
,"2001","2001","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",586,4950498,11.8
,"2001","2001","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Asian or Pacific Islander","A-PI",25,189403,13.2
,"2001","2001","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",191,497250,38.4
,"2001","2001","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",774,4575965,16.9
,"2001","2001","Renal failure","N17-N19","65-69 years","65-69","Female","F","Asian or Pacific Islander","A-PI",19,176714,Unreliable
,"2001","2001","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",195,535543,36.4
,"2001","2001","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",821,4390075,18.7
,"2001","2001","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",30,140996,21.3
,"2001","2001","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",226,398238,56.7
,"2001","2001","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",1200,3860722,31.1
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",32,146014,21.9
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",245,451033,54.3
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",1381,4287314,32.2
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Male","M","American Indian or Alaska Native","1002-5",14,19445,Unreliable
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",32,106637,30.0
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",292,302854,96.4
,"2001","2001","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",1881,3484502,54.0
,"2001","2001","Renal failure","N17-N19","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",15,17817,Unreliable
,"2001","2001","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",43,104689,41.1
,"2001","2001","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",328,361909,90.6
,"2001","2001","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",2221,3893744,57.0
,"2001","2001","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",51,77061,66.2
