"Notes","Residence State","Residence State Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate
,"Arizona","04","2018","2018","85+ years","85+","Renal failure","N17-N19",296,142275,208.0
,"Arizona","04","2019","2019","25-34 years","25-34","Renal failure","N17-N19",12,1007093,Unreliable
,"Arizona","04","2019","2019","35-44 years","35-44","Renal failure","N17-N19",30,896027,3.3
,"Arizona","04","2019","2019","45-54 years","45-54","Renal failure","N17-N19",83,852090,9.7
,"Arizona","04","2019","2019","55-64 years","55-64","Renal failure","N17-N19",140,880794,15.9
,"Arizona","04","2019","2019","65-74 years","65-74","Renal failure","N17-N19",274,751699,36.5
,"Arizona","04","2019","2019","75-84 years","75-84","Renal failure","N17-N19",363,411197,88.3
,"Arizona","04","2019","2019","85+ years","85+","Renal failure","N17-N19",274,145737,188.0
,"Arizona","04","2020","2020","25-34 years","25-34","Renal failure","N17-N19",23,1030830,2.2
,"Arizona","04","2020","2020","35-44 years","35-44","Renal failure","N17-N19",58,913916,6.3
,"Arizona","04","2020","2020","45-54 years","45-54","Renal failure","N17-N19",96,859684,11.2
,"Arizona","04","2020","2020","55-64 years","55-64","Renal failure","N17-N19",276,894909,30.8
,"Arizona","04","2020","2020","65-74 years","65-74","Renal failure","N17-N19",471,786905,59.9
,"Arizona","04","2020","2020","75-84 years","75-84","Renal failure","N17-N19",498,434972,114.5
,"Arizona","04","2020","2020","85+ years","85+","Renal failure","N17-N19",453,152098,297.8
,"Arizona","04","2021","2021","25-34 years","25-34","Renal failure","N17-N19",37,1001092,3.7
,"Arizona","04","2021","2021","35-44 years","35-44","Renal failure","N17-N19",88,915192,9.6
,"Arizona","04","2021","2021","45-54 years","45-54","Renal failure","N17-N19",194,847681,22.9
,"Arizona","04","2021","2021","55-64 years","55-64","Renal failure","N17-N19",446,879885,50.7
,"Arizona","04","2021","2021","65-74 years","65-74","Renal failure","N17-N19",652,783000,83.3
,"Arizona","04","2021","2021","75-84 years","75-84","Renal failure","N17-N19",635,416355,152.5
,"Arizona","04","2021","2021","85+ years","85+","Renal failure","N17-N19",445,133691,332.9
,"Arizona","04","2022","2022","25-34 years","25-34","Renal failure","N17-N19",37,1018332,3.6
,"Arizona","04","2022","2022","35-44 years","35-44","Renal failure","N17-N19",77,926056,8.3
,"Arizona","04","2022","2022","45-54 years","45-54","Renal failure","N17-N19",154,851890,18.1
,"Arizona","04","2022","2022","55-64 years","55-64","Renal failure","N17-N19",323,871963,37.0
,"Arizona","04","2022","2022","65-74 years","65-74","Renal failure","N17-N19",616,780707,78.9
,"Arizona","04","2022","2022","75-84 years","75-84","Renal failure","N17-N19",653,452319,144.4
,"Arizona","04","2022","2022","85+ years","85+","Renal failure","N17-N19",422,149360,282.5
,"Arizona","04","2023","2023","25-34 years","25-34","Renal failure","N17-N19",28,1027029,2.7
,"Arizona","04","2023","2023","35-44 years","35-44","Renal failure","N17-N19",54,943877,5.7
,"Arizona","04","2023","2023","45-54 years","45-54","Renal failure","N17-N19",118,858908,13.7
,"Arizona","04","2023","2023","55-64 years","55-64","Renal failure","N17-N19",258,879578,29.3
,"Arizona","04","2023","2023","65-74 years","65-74","Renal failure","N17-N19",500,804936,62.1
,"Arizona","04","2023","2023","75-84 years","75-84","Renal failure","N17-N19",586,480458,122.0
,"Arizona","04","2023","2023","85+ years","85+","Renal failure","N17-N19",386,149125,258.8
,"Arizona","04","2024 (provisional)","2024","25-34 years","25-34","Renal failure","N17-N19",33,1054834,3.1
,"Arizona","04","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",76,974538,7.8
,"Arizona","04","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",138,867692,15.9
,"Arizona","04","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",268,881030,30.4
,"Arizona","04","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",493,822752,59.9
,"Arizona","04","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",578,507360,113.9
,"Arizona","04","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",399,158340,252.0
,"Arizona","04","2025 (provisional and partial)","2025","25-34 years","25-34","Renal failure","N17-N19",36,1054834,3.4
,"Arizona","04","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",58,974538,6.0
,"Arizona","04","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",111,867692,12.8
,"Arizona","04","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",262,881030,29.7
,"Arizona","04","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",453,822752,55.1
,"Arizona","04","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",574,507360,113.1
,"Arizona","04","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",364,158340,229.9
,"Arkansas","05","2018","2018","35-44 years","35-44","Renal failure","N17-N19",23,368518,6.2
,"Arkansas","05","2018","2018","45-54 years","45-54","Renal failure","N17-N19",50,368667,13.6
,"Arkansas","05","2018","2018","55-64 years","55-64","Renal failure","N17-N19",142,384467,36.9
,"Arkansas","05","2018","2018","65-74 years","65-74","Renal failure","N17-N19",195,296011,65.9
,"Arkansas","05","2018","2018","75-84 years","75-84","Renal failure","N17-N19",279,156799,177.9
,"Arkansas","05","2018","2018","85+ years","85+","Renal failure","N17-N19",227,59017,384.6
,"Arkansas","05","2019","2019","25-34 years","25-34","Renal failure","N17-N19",10,396868,Unreliable
,"Arkansas","05","2019","2019","35-44 years","35-44","Renal failure","N17-N19",24,370263,6.5
,"Arkansas","05","2019","2019","45-54 years","45-54","Renal failure","N17-N19",52,361582,14.4
,"Arkansas","05","2019","2019","55-64 years","55-64","Renal failure","N17-N19",138,385994,35.8
,"Arkansas","05","2019","2019","65-74 years","65-74","Renal failure","N17-N19",220,302829,72.6
,"Arkansas","05","2019","2019","75-84 years","75-84","Renal failure","N17-N19",257,161141,159.5
,"Arkansas","05","2019","2019","85+ years","85+","Renal failure","N17-N19",226,59912,377.2
,"Arkansas","05","2020","2020","35-44 years","35-44","Renal failure","N17-N19",26,372730,7.0
,"Arkansas","05","2020","2020","45-54 years","45-54","Renal failure","N17-N19",60,358067,16.8
,"Arkansas","05","2020","2020","55-64 years","55-64","Renal failure","N17-N19",183,386200,47.4
,"Arkansas","05","2020","2020","65-74 years","65-74","Renal failure","N17-N19",314,310489,101.1
,"Arkansas","05","2020","2020","75-84 years","75-84","Renal failure","N17-N19",312,164712,189.4
,"Arkansas","05","2020","2020","85+ years","85+","Renal failure","N17-N19",260,61105,425.5
,"Arkansas","05","2021","2021","25-34 years","25-34","Renal failure","N17-N19",19,393643,Unreliable
,"Arkansas","05","2021","2021","35-44 years","35-44","Renal failure","N17-N19",67,379440,17.7
,"Arkansas","05","2021","2021","45-54 years","45-54","Renal failure","N17-N19",98,358491,27.3
,"Arkansas","05","2021","2021","55-64 years","55-64","Renal failure","N17-N19",236,384896,61.3
,"Arkansas","05","2021","2021","65-74 years","65-74","Renal failure","N17-N19",413,315422,130.9
,"Arkansas","05","2021","2021","75-84 years","75-84","Renal failure","N17-N19",396,158588,249.7
,"Arkansas","05","2021","2021","85+ years","85+","Renal failure","N17-N19",279,54091,515.8
,"Arkansas","05","2022","2022","25-34 years","25-34","Renal failure","N17-N19",16,397098,Unreliable
,"Arkansas","05","2022","2022","35-44 years","35-44","Renal failure","N17-N19",39,381818,10.2
,"Arkansas","05","2022","2022","45-54 years","45-54","Renal failure","N17-N19",93,358703,25.9
,"Arkansas","05","2022","2022","55-64 years","55-64","Renal failure","N17-N19",224,378312,59.2
,"Arkansas","05","2022","2022","65-74 years","65-74","Renal failure","N17-N19",419,314714,133.1
,"Arkansas","05","2022","2022","75-84 years","75-84","Renal failure","N17-N19",524,169325,309.5
,"Arkansas","05","2022","2022","85+ years","85+","Renal failure","N17-N19",335,58317,574.4
,"Arkansas","05","2023","2023","35-44 years","35-44","Renal failure","N17-N19",36,387566,9.3
,"Arkansas","05","2023","2023","45-54 years","45-54","Renal failure","N17-N19",83,361836,22.9
,"Arkansas","05","2023","2023","55-64 years","55-64","Renal failure","N17-N19",212,375591,56.4
,"Arkansas","05","2023","2023","65-74 years","65-74","Renal failure","N17-N19",401,320139,125.3
,"Arkansas","05","2023","2023","75-84 years","75-84","Renal failure","N17-N19",425,174875,243.0
,"Arkansas","05","2023","2023","85+ years","85+","Renal failure","N17-N19",303,56280,538.4
,"Arkansas","05","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",33,392801,8.4
,"Arkansas","05","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",83,364398,22.8
,"Arkansas","05","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",203,372526,54.5
,"Arkansas","05","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",372,324479,114.6
,"Arkansas","05","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",456,180366,252.8
,"Arkansas","05","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",297,57997,512.1
,"Arkansas","05","2025 (provisional and partial)","2025","25-34 years","25-34","Renal failure","N17-N19",10,404804,Unreliable
,"Arkansas","05","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",30,392801,7.6
,"Arkansas","05","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",71,364398,19.5
,"Arkansas","05","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",219,372526,58.8
,"Arkansas","05","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",366,324479,112.8
,"Arkansas","05","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",421,180366,233.4
,"Arkansas","05","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",285,57997,491.4
,"California","06","2018","2018","25-34 years","25-34","Renal failure","N17-N19",64,6043799,1.1
,"California","06","2018","2018","35-44 years","35-44","Renal failure","N17-N19",165,5255671,3.1
,"California","06","2018","2018","45-54 years","45-54","Renal failure","N17-N19",466,5071974,9.2
,"California","06","2018","2018","55-64 years","55-64","Renal failure","N17-N19",1035,4781226,21.6
,"California","06","2018","2018","65-74 years","65-74","Renal failure","N17-N19",1489,3285414,45.3
,"California","06","2018","2018","75-84 years","75-84","Renal failure","N17-N19",1818,1640026,110.9
,"California","06","2018","2018","85+ years","85+","Renal failure","N17-N19",2215,743585,297.9
,"California","06","2019","2019","25-34 years","25-34","Renal failure","N17-N19",81,6052952,1.3
,"California","06","2019","2019","35-44 years","35-44","Renal failure","N17-N19",173,5282100,3.3
,"California","06","2019","2019","45-54 years","45-54","Renal failure","N17-N19",435,4979745,8.7
,"California","06","2019","2019","55-64 years","55-64","Renal failure","N17-N19",1070,4786635,22.4
,"California","06","2019","2019","65-74 years","65-74","Renal failure","N17-N19",1559,3386670,46.0
,"California","06","2019","2019","75-84 years","75-84","Renal failure","N17-N19",1904,1701599,111.9
,"California","06","2019","2019","85+ years","85+","Renal failure","N17-N19",2070,749846,276.1
,"California","06","2020","2020","25-34 years","25-34","Renal failure","N17-N19",124,6017057,2.1
,"California","06","2020","2020","35-44 years","35-44","Renal failure","N17-N19",266,5305749,5.0
,"California","06","2020","2020","45-54 years","45-54","Renal failure","N17-N19",654,4910948,13.3
,"California","06","2020","2020","55-64 years","55-64","Renal failure","N17-N19",1511,4762421,31.7
,"California","06","2020","2020","65-74 years","65-74","Renal failure","N17-N19",2187,3469545,63.0
,"California","06","2020","2020","75-84 years","75-84","Renal failure","N17-N19",2376,1750249,135.8
,"California","06","2020","2020","85+ years","85+","Renal failure","N17-N19",2355,756372,311.4
,"California","06","2021","2021","25-34 years","25-34","Renal failure","N17-N19",217,5839642,3.7
,"California","06","2021","2021","35-44 years","35-44","Renal failure","N17-N19",515,5406441,9.5
,"California","06","2021","2021","45-54 years","45-54","Renal failure","N17-N19",1178,4927546,23.9
,"California","06","2021","2021","55-64 years","55-64","Renal failure","N17-N19",2416,4777732,50.6
,"California","06","2021","2021","65-74 years","65-74","Renal failure","N17-N19",3455,3558013,97.1
,"California","06","2021","2021","75-84 years","75-84","Renal failure","N17-N19",3456,1721688,200.7
,"California","06","2021","2021","85+ years","85+","Renal failure","N17-N19",2982,677391,440.2
,"California","06","2022","2022","25-34 years","25-34","Renal failure","N17-N19",172,5747351,3.0
,"California","06","2022","2022","35-44 years","35-44","Renal failure","N17-N19",383,5390648,7.1
,"California","06","2022","2022","45-54 years","45-54","Renal failure","N17-N19",878,4870281,18.0
,"California","06","2022","2022","55-64 years","55-64","Renal failure","N17-N19",1904,4687309,40.6
,"California","06","2022","2022","65-74 years","65-74","Renal failure","N17-N19",3155,3560888,88.6
,"California","06","2022","2022","75-84 years","75-84","Renal failure","N17-N19",3576,1855432,192.7
,"California","06","2022","2022","85+ years","85+","Renal failure","N17-N19",3352,739427,453.3
,"California","06","2023","2023","25-34 years","25-34","Renal failure","N17-N19",137,5671757,2.4
,"California","06","2023","2023","35-44 years","35-44","Renal failure","N17-N19",393,5449760,7.2
,"California","06","2023","2023","45-54 years","45-54","Renal failure","N17-N19",760,4847348,15.7
,"California","06","2023","2023","55-64 years","55-64","Renal failure","N17-N19",1714,4676328,36.7
,"California","06","2023","2023","65-74 years","65-74","Renal failure","N17-N19",2820,3660975,77.0
,"California","06","2023","2023","75-84 years","75-84","Renal failure","N17-N19",3368,1946723,173.0
,"California","06","2023","2023","85+ years","85+","Renal failure","N17-N19",3079,704235,437.2
,"California","06","2024 (provisional)","2024","25-34 years","25-34","Renal failure","N17-N19",179,5716113,3.1
,"California","06","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",333,5588789,6.0
,"California","06","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",740,4857450,15.2
,"California","06","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",1608,4677285,34.4
,"California","06","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",2678,3745476,71.5
,"California","06","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",3350,2047655,163.6
,"California","06","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",3012,728742,413.3
,"California","06","2025 (provisional and partial)","2025","25-34 years","25-34","Renal failure","N17-N19",132,5716113,2.3
,"California","06","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",341,5588789,6.1
,"California","06","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",672,4857450,13.8
,"California","06","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",1446,4677285,30.9
,"California","06","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",2602,3745476,69.5
,"California","06","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",3229,2047655,157.7
,"California","06","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",2890,728742,396.6
,"California","06","2026 (provisional and partial)","2026","85+ years","85+","Renal failure","N17-N19",11,728742,Unreliable
,"Colorado","08","2018","2018","25-34 years","25-34","Renal failure","N17-N19",12,894422,Unreliable
,"Colorado","08","2018","2018","35-44 years","35-44","Renal failure","N17-N19",24,780079,3.1
,"Colorado","08","2018","2018","45-54 years","45-54","Renal failure","N17-N19",59,710171,8.3
,"Colorado","08","2018","2018","55-64 years","55-64","Renal failure","N17-N19",144,710600,20.3
,"Colorado","08","2018","2018","65-74 years","65-74","Renal failure","N17-N19",211,500798,42.1
,"Colorado","08","2018","2018","75-84 years","75-84","Renal failure","N17-N19",257,219067,117.3
,"Colorado","08","2018","2018","85+ years","85+","Renal failure","N17-N19",276,88364,312.3
,"Colorado","08","2019","2019","25-34 years","25-34","Renal failure","N17-N19",11,913354,Unreliable
,"Colorado","08","2019","2019","35-44 years","35-44","Renal failure","N17-N19",34,798071,4.3
,"Colorado","08","2019","2019","45-54 years","45-54","Renal failure","N17-N19",46,706150,6.5
,"Colorado","08","2019","2019","55-64 years","55-64","Renal failure","N17-N19",130,713013,18.2
,"Colorado","08","2019","2019","65-74 years","65-74","Renal failure","N17-N19",184,522131,35.2
,"Colorado","08","2019","2019","75-84 years","75-84","Renal failure","N17-N19",246,230360,106.8
,"Colorado","08","2019","2019","85+ years","85+","Renal failure","N17-N19",212,89921,235.8
,"Colorado","08","2020","2020","25-34 years","25-34","Renal failure","N17-N19",24,924010,2.6
,"Colorado","08","2020","2020","35-44 years","35-44","Renal failure","N17-N19",51,816118,6.2
,"Colorado","08","2020","2020","45-54 years","45-54","Renal failure","N17-N19",99,704945,14.0
,"Colorado","08","2020","2020","55-64 years","55-64","Renal failure","N17-N19",173,708745,24.4
,"Colorado","08","2020","2020","65-74 years","65-74","Renal failure","N17-N19",320,543363,58.9
,"Colorado","08","2020","2020","75-84 years","75-84","Renal failure","N17-N19",316,241734,130.7
,"Colorado","08","2020","2020","85+ years","85+","Renal failure","N17-N19",278,91290,304.5
,"Colorado","08","2021","2021","25-34 years","25-34","Renal failure","N17-N19",38,908724,4.2
,"Colorado","08","2021","2021","35-44 years","35-44","Renal failure","N17-N19",96,839814,11.4
,"Colorado","08","2021","2021","45-54 years","45-54","Renal failure","N17-N19",183,710167,25.8
,"Colorado","08","2021","2021","55-64 years","55-64","Renal failure","N17-N19",397,702219,56.5
,"Colorado","08","2021","2021","65-74 years","65-74","Renal failure","N17-N19",565,558844,101.1
,"Colorado","08","2021","2021","75-84 years","75-84","Renal failure","N17-N19",531,239521,221.7
,"Colorado","08","2021","2021","85+ years","85+","Renal failure","N17-N19",448,81288,551.1
,"Colorado","08","2022","2022","25-34 years","25-34","Renal failure","N17-N19",47,915481,5.1
,"Colorado","08","2022","2022","35-44 years","35-44","Renal failure","N17-N19",83,847768,9.8
,"Colorado","08","2022","2022","45-54 years","45-54","Renal failure","N17-N19",186,709151,26.2
,"Colorado","08","2022","2022","55-64 years","55-64","Renal failure","N17-N19",374,683856,54.7
