"Notes","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Alabama","01","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",58,402571,14.4
,"Alabama","01","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",89,216705,41.1
,"Alabama","01","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",74,80104,92.4
,"Alabama","01","2012","2012","Renal failure","N17-N19","35-44 years","35-44",11,606667,Unreliable
,"Alabama","01","2012","2012","Renal failure","N17-N19","45-54 years","45-54",29,673464,4.3
,"Alabama","01","2012","2012","Renal failure","N17-N19","55-64 years","55-64",55,615408,8.9
,"Alabama","01","2012","2012","Renal failure","N17-N19","65-74 years","65-74",58,402571,14.4
,"Alabama","01","2012","2012","Renal failure","N17-N19","75-84 years","75-84",89,216705,41.1
,"Alabama","01","2012","2012","Renal failure","N17-N19","85+ years","85+",75,80104,93.6
,"Alabama","01","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",24,664435,3.6
,"Alabama","01","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",48,622799,7.7
,"Alabama","01","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",65,418704,15.5
,"Alabama","01","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",90,220486,40.8
,"Alabama","01","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",59,81976,72.0
,"Alabama","01","2013","2013","Renal failure","N17-N19","45-54 years","45-54",24,664435,3.6
,"Alabama","01","2013","2013","Renal failure","N17-N19","55-64 years","55-64",48,622799,7.7
,"Alabama","01","2013","2013","Renal failure","N17-N19","65-74 years","65-74",65,418704,15.5
,"Alabama","01","2013","2013","Renal failure","N17-N19","75-84 years","75-84",91,220486,41.3
,"Alabama","01","2013","2013","Renal failure","N17-N19","85+ years","85+",59,81976,72.0
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",25,656585,3.8
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",63,629476,10.0
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",68,435428,15.6
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",70,224937,31.1
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",52,83567,62.2
,"Alabama","01","2014","2014","Renal failure","N17-N19","45-54 years","45-54",25,656585,3.8
,"Alabama","01","2014","2014","Renal failure","N17-N19","55-64 years","55-64",63,629476,10.0
,"Alabama","01","2014","2014","Renal failure","N17-N19","65-74 years","65-74",70,435428,16.1
,"Alabama","01","2014","2014","Renal failure","N17-N19","75-84 years","75-84",70,224937,31.1
,"Alabama","01","2014","2014","Renal failure","N17-N19","85+ years","85+",53,83567,63.4
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",19,649442,Unreliable
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",58,637997,9.1
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",81,450273,18.0
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",75,228450,32.8
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",53,85439,62.0
,"Alabama","01","2015","2015","Renal failure","N17-N19","35-44 years","35-44",10,602496,Unreliable
,"Alabama","01","2015","2015","Renal failure","N17-N19","45-54 years","45-54",19,649442,Unreliable
,"Alabama","01","2015","2015","Renal failure","N17-N19","55-64 years","55-64",58,637997,9.1
,"Alabama","01","2015","2015","Renal failure","N17-N19","65-74 years","65-74",81,450273,18.0
,"Alabama","01","2015","2015","Renal failure","N17-N19","75-84 years","75-84",75,228450,32.8
,"Alabama","01","2015","2015","Renal failure","N17-N19","85+ years","85+",53,85439,62.0
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",11,595713,Unreliable
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",22,644018,3.4
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",47,645092,7.3
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",75,464669,16.1
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",71,233129,30.5
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",47,86753,54.2
,"Alabama","01","2016","2016","Renal failure","N17-N19","35-44 years","35-44",11,595713,Unreliable
,"Alabama","01","2016","2016","Renal failure","N17-N19","45-54 years","45-54",22,644018,3.4
,"Alabama","01","2016","2016","Renal failure","N17-N19","55-64 years","55-64",47,645092,7.3
,"Alabama","01","2016","2016","Renal failure","N17-N19","65-74 years","65-74",75,464669,16.1
,"Alabama","01","2016","2016","Renal failure","N17-N19","75-84 years","75-84",71,233129,30.5
,"Alabama","01","2016","2016","Renal failure","N17-N19","85+ years","85+",47,86753,54.2
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",17,636632,Unreliable
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",51,650545,7.8
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",70,477332,14.7
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",69,238260,29.0
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",66,88179,74.8
,"Alabama","01","2017","2017","Renal failure","N17-N19","45-54 years","45-54",17,636632,Unreliable
,"Alabama","01","2017","2017","Renal failure","N17-N19","55-64 years","55-64",53,650545,8.1
,"Alabama","01","2017","2017","Renal failure","N17-N19","65-74 years","65-74",70,477332,14.7
,"Alabama","01","2017","2017","Renal failure","N17-N19","75-84 years","75-84",70,238260,29.4
,"Alabama","01","2017","2017","Renal failure","N17-N19","85+ years","85+",67,88179,76.0
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",21,842546,2.5
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",44,726228,6.1
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",52,497892,10.4
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",88,280539,31.4
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",54,103400,52.2
,"Arizona","04","2010","2010","Renal failure","N17-N19","45-54 years","45-54",21,842546,2.5
,"Arizona","04","2010","2010","Renal failure","N17-N19","55-64 years","55-64",46,726228,6.3
,"Arizona","04","2010","2010","Renal failure","N17-N19","65-74 years","65-74",53,497892,10.6
,"Arizona","04","2010","2010","Renal failure","N17-N19","75-84 years","75-84",88,280539,31.4
,"Arizona","04","2010","2010","Renal failure","N17-N19","85+ years","85+",55,103400,53.2
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",17,842402,Unreliable
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",33,756230,4.4
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",82,521580,15.7
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",67,290015,23.1
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",60,110240,54.4
,"Arizona","04","2011","2011","Renal failure","N17-N19","45-54 years","45-54",17,842402,Unreliable
,"Arizona","04","2011","2011","Renal failure","N17-N19","55-64 years","55-64",35,756230,4.6
,"Arizona","04","2011","2011","Renal failure","N17-N19","65-74 years","65-74",86,521580,16.5
,"Arizona","04","2011","2011","Renal failure","N17-N19","75-84 years","75-84",68,290015,23.4
,"Arizona","04","2011","2011","Renal failure","N17-N19","85+ years","85+",61,110240,55.3
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","35-44 years","35-44",12,826174,Unreliable
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",23,839039,2.7
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",30,764833,3.9
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",64,558589,11.5
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",64,298519,21.4
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",50,114425,43.7
,"Arizona","04","2012","2012","Renal failure","N17-N19","35-44 years","35-44",12,826174,Unreliable
,"Arizona","04","2012","2012","Renal failure","N17-N19","45-54 years","45-54",23,839039,2.7
,"Arizona","04","2012","2012","Renal failure","N17-N19","55-64 years","55-64",30,764833,3.9
,"Arizona","04","2012","2012","Renal failure","N17-N19","65-74 years","65-74",64,558589,11.5
,"Arizona","04","2012","2012","Renal failure","N17-N19","75-84 years","75-84",64,298519,21.4
,"Arizona","04","2012","2012","Renal failure","N17-N19","85+ years","85+",50,114425,43.7
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","35-44 years","35-44",11,829775,Unreliable
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",44,836217,5.3
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",47,776850,6.1
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",68,590110,11.5
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",80,309542,25.8
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",60,119210,50.3
,"Arizona","04","2013","2013","Renal failure","N17-N19","35-44 years","35-44",13,829775,Unreliable
,"Arizona","04","2013","2013","Renal failure","N17-N19","45-54 years","45-54",44,836217,5.3
,"Arizona","04","2013","2013","Renal failure","N17-N19","55-64 years","55-64",49,776850,6.3
,"Arizona","04","2013","2013","Renal failure","N17-N19","65-74 years","65-74",69,590110,11.7
,"Arizona","04","2013","2013","Renal failure","N17-N19","75-84 years","75-84",81,309542,26.2
,"Arizona","04","2013","2013","Renal failure","N17-N19","85+ years","85+",61,119210,51.2
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","35-44 years","35-44",11,836593,Unreliable
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",37,839503,4.4
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",72,793914,9.1
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",81,622486,13.0
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",80,322959,24.8
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",59,124772,47.3
,"Arizona","04","2014","2014","Renal failure","N17-N19","35-44 years","35-44",11,836593,Unreliable
,"Arizona","04","2014","2014","Renal failure","N17-N19","45-54 years","45-54",37,839503,4.4
,"Arizona","04","2014","2014","Renal failure","N17-N19","55-64 years","55-64",72,793914,9.1
,"Arizona","04","2014","2014","Renal failure","N17-N19","65-74 years","65-74",82,622486,13.2
,"Arizona","04","2014","2014","Renal failure","N17-N19","75-84 years","75-84",80,322959,24.8
,"Arizona","04","2014","2014","Renal failure","N17-N19","85+ years","85+",60,124772,48.1
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","35-44 years","35-44",14,841613,Unreliable
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",44,843768,5.2
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",67,813701,8.2
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",106,653014,16.2
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",100,336251,29.7
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",73,130789,55.8
,"Arizona","04","2015","2015","Renal failure","N17-N19","35-44 years","35-44",14,841613,Unreliable
,"Arizona","04","2015","2015","Renal failure","N17-N19","45-54 years","45-54",44,843768,5.2
,"Arizona","04","2015","2015","Renal failure","N17-N19","55-64 years","55-64",67,813701,8.2
,"Arizona","04","2015","2015","Renal failure","N17-N19","65-74 years","65-74",106,653014,16.2
,"Arizona","04","2015","2015","Renal failure","N17-N19","75-84 years","75-84",100,336251,29.7
,"Arizona","04","2015","2015","Renal failure","N17-N19","85+ years","85+",73,130789,55.8
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",10,845220,Unreliable
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",43,846897,5.1
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",71,831142,8.5
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",110,682820,16.1
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",95,351270,27.0
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",69,136834,50.4
,"Arizona","04","2016","2016","Renal failure","N17-N19","35-44 years","35-44",10,845220,Unreliable
,"Arizona","04","2016","2016","Renal failure","N17-N19","45-54 years","45-54",43,846897,5.1
,"Arizona","04","2016","2016","Renal failure","N17-N19","55-64 years","55-64",72,831142,8.7
,"Arizona","04","2016","2016","Renal failure","N17-N19","65-74 years","65-74",111,682820,16.3
,"Arizona","04","2016","2016","Renal failure","N17-N19","75-84 years","75-84",99,351270,28.2
,"Arizona","04","2016","2016","Renal failure","N17-N19","85+ years","85+",70,136834,51.2
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","35-44 years","35-44",15,858680,Unreliable
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",25,847764,2.9
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",49,846253,5.8
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",81,701409,11.5
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",95,363610,26.1
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",60,136727,43.9
,"Arizona","04","2017","2017","Renal failure","N17-N19","35-44 years","35-44",15,858680,Unreliable
,"Arizona","04","2017","2017","Renal failure","N17-N19","45-54 years","45-54",25,847764,2.9
,"Arizona","04","2017","2017","Renal failure","N17-N19","55-64 years","55-64",49,846253,5.8
,"Arizona","04","2017","2017","Renal failure","N17-N19","65-74 years","65-74",81,701409,11.5
,"Arizona","04","2017","2017","Renal failure","N17-N19","75-84 years","75-84",95,363610,26.1
,"Arizona","04","2017","2017","Renal failure","N17-N19","85+ years","85+",60,136727,43.9
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",28,350991,8.0
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",27,234602,11.5
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",39,133977,29.1
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",40,51402,77.8
,"Arkansas","05","2010","2010","Renal failure","N17-N19","55-64 years","55-64",28,350991,8.0
,"Arkansas","05","2010","2010","Renal failure","N17-N19","65-74 years","65-74",27,234602,11.5
,"Arkansas","05","2010","2010","Renal failure","N17-N19","75-84 years","75-84",39,133977,29.1
,"Arkansas","05","2010","2010","Renal failure","N17-N19","85+ years","85+",40,51402,77.8
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",13,403512,Unreliable
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",15,363599,Unreliable
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",46,240264,19.1
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",37,135784,27.2
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",53,53051,99.9
,"Arkansas","05","2011","2011","Renal failure","N17-N19","45-54 years","45-54",13,403512,Unreliable
,"Arkansas","05","2011","2011","Renal failure","N17-N19","55-64 years","55-64",15,363599,Unreliable
,"Arkansas","05","2011","2011","Renal failure","N17-N19","65-74 years","65-74",46,240264,19.1
,"Arkansas","05","2011","2011","Renal failure","N17-N19","75-84 years","75-84",37,135784,27.2
,"Arkansas","05","2011","2011","Renal failure","N17-N19","85+ years","85+",53,53051,99.9
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",29,364152,8.0
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",50,252770,19.8
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",54,135900,39.7
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",45,53920,83.5
,"Arkansas","05","2012","2012","Renal failure","N17-N19","55-64 years","55-64",29,364152,8.0
,"Arkansas","05","2012","2012","Renal failure","N17-N19","65-74 years","65-74",50,252770,19.8
,"Arkansas","05","2012","2012","Renal failure","N17-N19","75-84 years","75-84",55,135900,40.5
,"Arkansas","05","2012","2012","Renal failure","N17-N19","85+ years","85+",45,53920,83.5
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",18,391101,Unreliable
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",43,366965,11.7
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",64,261551,24.5
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",60,138453,43.3
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",42,54416,77.2
,"Arkansas","05","2013","2013","Renal failure","N17-N19","45-54 years","45-54",18,391101,Unreliable
,"Arkansas","05","2013","2013","Renal failure","N17-N19","55-64 years","55-64",43,366965,11.7
,"Arkansas","05","2013","2013","Renal failure","N17-N19","65-74 years","65-74",65,261551,24.9
,"Arkansas","05","2013","2013","Renal failure","N17-N19","75-84 years","75-84",61,138453,44.1
,"Arkansas","05","2013","2013","Renal failure","N17-N19","85+ years","85+",42,54416,77.2
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",26,385750,6.7
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",45,369673,12.2
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",51,270213,18.9
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",52,140928,36.9
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",43,55050,78.1
,"Arkansas","05","2014","2014","Renal failure","N17-N19","45-54 years","45-54",26,385750,6.7
,"Arkansas","05","2014","2014","Renal failure","N17-N19","55-64 years","55-64",45,369673,12.2
,"Arkansas","05","2014","2014","Renal failure","N17-N19","65-74 years","65-74",51,270213,18.9
,"Arkansas","05","2014","2014","Renal failure","N17-N19","75-84 years","75-84",52,140928,36.9
,"Arkansas","05","2014","2014","Renal failure","N17-N19","85+ years","85+",44,55050,79.9
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",17,382362,Unreliable
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",39,374520,10.4
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",60,277411,21.6
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",65,143758,45.2
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",63,55980,112.5
,"Arkansas","05","2015","2015","Renal failure","N17-N19","45-54 years","45-54",17,382362,Unreliable
,"Arkansas","05","2015","2015","Renal failure","N17-N19","55-64 years","55-64",40,374520,10.7
,"Arkansas","05","2015","2015","Renal failure","N17-N19","65-74 years","65-74",60,277411,21.6
,"Arkansas","05","2015","2015","Renal failure","N17-N19","75-84 years","75-84",65,143758,45.2
,"Arkansas","05","2015","2015","Renal failure","N17-N19","85+ years","85+",63,55980,112.5
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",15,378897,Unreliable
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",50,378345,13.2
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",56,283580,19.7
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",84,146474,57.3
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",48,56680,84.7
,"Arkansas","05","2016","2016","Renal failure","N17-N19","45-54 years","45-54",15,378897,Unreliable
,"Arkansas","05","2016","2016","Renal failure","N17-N19","55-64 years","55-64",50,378345,13.2
,"Arkansas","05","2016","2016","Renal failure","N17-N19","65-74 years","65-74",56,283580,19.7
,"Arkansas","05","2016","2016","Renal failure","N17-N19","75-84 years","75-84",84,146474,57.3
,"Arkansas","05","2016","2016","Renal failure","N17-N19","85+ years","85+",48,56680,84.7
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",15,374651,Unreliable
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",38,381856,10.0
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",72,290509,24.8
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",72,150753,47.8
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",43,57882,74.3
,"Arkansas","05","2017","2017","Renal failure","N17-N19","45-54 years","45-54",16,374651,Unreliable
,"Arkansas","05","2017","2017","Renal failure","N17-N19","55-64 years","55-64",39,381856,10.2
,"Arkansas","05","2017","2017","Renal failure","N17-N19","65-74 years","65-74",73,290509,25.1
,"Arkansas","05","2017","2017","Renal failure","N17-N19","75-84 years","75-84",77,150753,51.1
,"Arkansas","05","2017","2017","Renal failure","N17-N19","85+ years","85+",43,57882,74.3
,"California","06","2010","2010","Other bacterial diseases","A30-A49","25-34 years","25-34",17,5317877,Unreliable
,"California","06","2010","2010","Other bacterial diseases","A30-A49","35-44 years","35-44",47,5182710,0.9
,"California","06","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",158,5252371,3.0
,"California","06","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",268,4036493,6.6
,"California","06","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",356,2275336,15.6
,"California","06","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",576,1370210,42.0
,"California","06","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",583,600968,97.0
,"California","06","2010","2010","Renal failure","N17-N19","25-34 years","25-34",17,5317877,Unreliable
,"California","06","2010","2010","Renal failure","N17-N19","35-44 years","35-44",47,5182710,0.9
,"California","06","2010","2010","Renal failure","N17-N19","45-54 years","45-54",158,5252371,3.0
,"California","06","2010","2010","Renal failure","N17-N19","55-64 years","55-64",268,4036493,6.6
,"California","06","2010","2010","Renal failure","N17-N19","65-74 years","65-74",358,2275336,15.7
,"California","06","2010","2010","Renal failure","N17-N19","75-84 years","75-84",579,1370210,42.3
,"California","06","2010","2010","Renal failure","N17-N19","85+ years","85+",586,600968,97.5
,"California","06","2011","2011","Other bacterial diseases","A30-A49","25-34 years","25-34",30,5412367,0.6
,"California","06","2011","2011","Other bacterial diseases","A30-A49","35-44 years","35-44",53,5163971,1.0
,"California","06","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",143,5250438,2.7
,"California","06","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",325,4219756,7.7
,"California","06","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",414,2377066,17.4
,"California","06","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",621,1387924,44.7
,"California","06","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",613,633634,96.7
,"California","06","2011","2011","Renal failure","N17-N19","25-34 years","25-34",30,5412367,0.6
,"California","06","2011","2011","Renal failure","N17-N19","35-44 years","35-44",53,5163971,1.0
,"California","06","2011","2011","Renal failure","N17-N19","45-54 years","45-54",144,5250438,2.7
,"California","06","2011","2011","Renal failure","N17-N19","55-64 years","55-64",327,4219756,7.7
,"California","06","2011","2011","Renal failure","N17-N19","65-74 years","65-74",415,2377066,17.5
,"California","06","2011","2011","Renal failure","N17-N19","75-84 years","75-84",623,1387924,44.9
,"California","06","2011","2011","Renal failure","N17-N19","85+ years","85+",614,633634,96.9
,"California","06","2012","2012","Other bacterial diseases","A30-A49","25-34 years","25-34",19,5482640,Unreliable
,"California","06","2012","2012","Other bacterial diseases","A30-A49","35-44 years","35-44",47,5161434,0.9
,"California","06","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",141,5231936,2.7
,"California","06","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",311,4303873,7.2
