"Notes","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","25-34 years","25-34",54,626387,8.6
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","35-44 years","35-44",125,605590,20.6
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",301,656585,45.8
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",628,629476,99.8
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",823,435428,189.0
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",807,224937,358.8
,"Alabama","01","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",638,83567,763.5
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","25-34 years","25-34",48,632726,7.6
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","35-44 years","35-44",109,602496,18.1
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",301,649442,46.3
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",648,637997,101.6
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",844,450273,187.4
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",870,228450,380.8
,"Alabama","01","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",643,85439,752.6
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","25-34 years","25-34",51,637487,8.0
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",112,595713,18.8
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",316,644018,49.1
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",645,645092,100.0
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",943,464669,202.9
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",937,233129,401.9
,"Alabama","01","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",701,86753,808.0
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","25-34 years","25-34",43,640302,6.7
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","35-44 years","35-44",112,591795,18.9
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",280,636632,44.0
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",707,650545,108.7
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",998,477332,209.1
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",976,238260,409.6
,"Alabama","01","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",762,88179,864.2
,"Alaska","02","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",18,111026,Unreliable
,"Alaska","02","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",40,85909,46.6
,"Alaska","02","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",41,35350,116.0
,"Alaska","02","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",37,14877,248.7
,"Alaska","02","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",33,4711,700.5
,"Alaska","02","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",27,109611,24.6
,"Alaska","02","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",40,90885,44.0
,"Alaska","02","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",48,37702,127.3
,"Alaska","02","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",40,15417,259.5
,"Alaska","02","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",29,5094,569.3
,"Alaska","02","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",21,106266,19.8
,"Alaska","02","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",38,92816,40.9
,"Alaska","02","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",48,41000,117.1
,"Alaska","02","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",41,16124,254.3
,"Alaska","02","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",40,5373,744.5
,"Alaska","02","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",19,100482,Unreliable
,"Alaska","02","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",41,92820,44.2
,"Alaska","02","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",36,43810,82.2
,"Alaska","02","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",45,16590,271.2
,"Alaska","02","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",34,5689,597.6
,"Alaska","02","2014","2014","Other bacterial diseases","A30-A49","35-44 years","35-44",11,89980,Unreliable
,"Alaska","02","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",30,97583,30.7
,"Alaska","02","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",37,93050,39.8
,"Alaska","02","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",49,46606,105.1
,"Alaska","02","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",49,16876,290.4
,"Alaska","02","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",29,5931,489.0
,"Alaska","02","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",23,94440,24.4
,"Alaska","02","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",33,93624,35.2
,"Alaska","02","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",54,49155,109.9
,"Alaska","02","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",48,17545,273.6
,"Alaska","02","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",45,6137,733.3
,"Alaska","02","2016","2016","Other bacterial diseases","A30-A49","25-34 years","25-34",10,120453,Unreliable
,"Alaska","02","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",24,94167,25.5
,"Alaska","02","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",49,95322,51.4
,"Alaska","02","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",64,52387,122.2
,"Alaska","02","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",63,18399,342.4
,"Alaska","02","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",39,6420,607.5
,"Alaska","02","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",21,91285,23.0
,"Alaska","02","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",47,95366,49.3
,"Alaska","02","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",63,55904,112.7
,"Alaska","02","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",57,20122,283.3
,"Alaska","02","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",41,6554,625.6
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","25-34 years","25-34",33,856693,3.9
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","35-44 years","35-44",74,822494,9.0
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",227,842546,26.9
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",404,726228,55.6
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",555,497892,111.5
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",746,280539,265.9
,"Arizona","04","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",574,103400,555.1
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","25-34 years","25-34",24,870723,2.8
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","35-44 years","35-44",67,821696,8.2
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",206,842402,24.5
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",407,756230,53.8
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",622,521580,119.3
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",737,290015,254.1
,"Arizona","04","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",609,110240,552.4
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","25-34 years","25-34",35,877831,4.0
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","35-44 years","35-44",79,826174,9.6
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",203,839039,24.2
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",473,764833,61.8
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",588,558589,105.3
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",739,298519,247.6
,"Arizona","04","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",570,114425,498.1
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","25-34 years","25-34",46,881828,5.2
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","35-44 years","35-44",90,829775,10.8
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",228,836217,27.3
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",465,776850,59.9
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",655,590110,111.0
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",722,309542,233.2
,"Arizona","04","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",619,119210,519.3
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","25-34 years","25-34",37,897745,4.1
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","35-44 years","35-44",88,836593,10.5
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",260,839503,31.0
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",570,793914,71.8
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",821,622486,131.9
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",773,322959,239.3
,"Arizona","04","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",625,124772,500.9
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","25-34 years","25-34",43,913645,4.7
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","35-44 years","35-44",83,841613,9.9
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",234,843768,27.7
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",549,813701,67.5
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",846,653014,129.6
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",914,336251,271.8
,"Arizona","04","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",709,130789,542.1
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","25-34 years","25-34",44,933128,4.7
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",94,845220,11.1
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",296,846897,35.0
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",643,831142,77.4
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",924,682820,135.3
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",912,351270,259.6
,"Arizona","04","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",771,136834,563.5
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","25-34 years","25-34",64,955894,6.7
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","35-44 years","35-44",96,858680,11.2
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",262,847764,30.9
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",519,846253,61.3
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",840,701409,119.8
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",854,363610,234.9
,"Arizona","04","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",645,136727,471.7
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","25-34 years","25-34",20,375892,5.3
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","35-44 years","35-44",53,366208,14.5
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",145,407266,35.6
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",274,350991,78.1
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",353,234602,150.5
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",498,133977,371.7
,"Arkansas","05","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",389,51402,756.8
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","25-34 years","25-34",20,381792,5.2
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","35-44 years","35-44",35,363873,9.6
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",141,403512,34.9
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",250,363599,68.8
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",377,240264,156.9
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",485,135784,357.2
,"Arkansas","05","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",468,53051,882.2
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","25-34 years","25-34",22,384233,5.7
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","35-44 years","35-44",56,363648,15.4
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",129,396935,32.5
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",291,364152,79.9
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",416,252770,164.6
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",526,135900,387.0
,"Arkansas","05","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",457,53920,847.6
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","25-34 years","25-34",25,384032,6.5
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","35-44 years","35-44",55,364666,15.1
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",172,391101,44.0
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",318,366965,86.7
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",468,261551,178.9
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",565,138453,408.1
,"Arkansas","05","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",501,54416,920.7
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","25-34 years","25-34",28,386530,7.2
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","35-44 years","35-44",73,364642,20.0
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",172,385750,44.6
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",375,369673,101.4
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",520,270213,192.4
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",555,140928,393.8
,"Arkansas","05","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",525,55050,953.7
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","25-34 years","25-34",30,388958,7.7
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","35-44 years","35-44",58,365774,15.9
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",171,382362,44.7
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",378,374520,100.9
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",542,277411,195.4
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",629,143758,437.5
,"Arkansas","05","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",579,55980,1034.3
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","25-34 years","25-34",23,392755,5.9
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",62,364726,17.0
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",171,378897,45.1
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",440,378345,116.3
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",492,283580,173.5
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",599,146474,408.9
,"Arkansas","05","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",549,56680,968.6
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","25-34 years","25-34",34,395464,8.6
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","35-44 years","35-44",70,366276,19.1
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",170,374651,45.4
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",421,381856,110.3
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",634,290509,218.2
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",682,150753,452.4
,"Arkansas","05","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",525,57882,907.0
,"California","06","2010","2010","Other bacterial diseases","A30-A49","25-34 years","25-34",201,5317877,3.8
,"California","06","2010","2010","Other bacterial diseases","A30-A49","35-44 years","35-44",453,5182710,8.7
,"California","06","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",1311,5252371,25.0
,"California","06","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",2467,4036493,61.1
,"California","06","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",3133,2275336,137.7
,"California","06","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",4613,1370210,336.7
,"California","06","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",5000,600968,832.0
,"California","06","2011","2011","Other bacterial diseases","A30-A49","25-34 years","25-34",224,5412367,4.1
,"California","06","2011","2011","Other bacterial diseases","A30-A49","35-44 years","35-44",454,5163971,8.8
,"California","06","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",1389,5250438,26.5
,"California","06","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",2730,4219756,64.7
,"California","06","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",3247,2377066,136.6
,"California","06","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",4699,1387924,338.6
,"California","06","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",5156,633634,813.7
,"California","06","2012","2012","Other bacterial diseases","A30-A49","25-34 years","25-34",202,5482640,3.7
,"California","06","2012","2012","Other bacterial diseases","A30-A49","35-44 years","35-44",463,5161434,9.0
,"California","06","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",1344,5231936,25.7
,"California","06","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",2760,4303873,64.1
,"California","06","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",3382,2539119,133.2
,"California","06","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",4577,1406685,325.4
,"California","06","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",5142,654281,785.9
,"California","06","2013","2013","Other bacterial diseases","A30-A49","25-34 years","25-34",219,5591286,3.9
,"California","06","2013","2013","Other bacterial diseases","A30-A49","35-44 years","35-44",452,5149410,8.8
,"California","06","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",1359,5212165,26.1
,"California","06","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",2828,4403436,64.2
,"California","06","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",3618,2688985,134.5
,"California","06","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",4751,1434280,331.2
,"California","06","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",5386,668466,805.7
,"California","06","2014","2014","Other bacterial diseases","A30-A49","25-34 years","25-34",220,5723386,3.8
,"California","06","2014","2014","Other bacterial diseases","A30-A49","35-44 years","35-44",489,5175338,9.4
,"California","06","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",1377,5243544,26.3
,"California","06","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",3004,4519600,66.5
,"California","06","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",3828,2834360,135.1
,"California","06","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",4755,1470037,323.5
,"California","06","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",5337,688650,775.0
,"California","06","2015","2015","Other bacterial diseases","A30-A49","25-34 years","25-34",237,5835694,4.1
,"California","06","2015","2015","Other bacterial diseases","A30-A49","35-44 years","35-44",499,5187676,9.6
,"California","06","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",1445,5246813,27.5
,"California","06","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",3142,4629863,67.9
,"California","06","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",4353,2977403,146.2
,"California","06","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",5175,1503574,344.2
,"California","06","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",6088,707777,860.2
,"California","06","2016","2016","Other bacterial diseases","A30-A49","25-34 years","25-34",244,5917785,4.1
,"California","06","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",483,5159932,9.4
,"California","06","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",1512,5195297,29.1
,"California","06","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",3377,4688718,72.0
,"California","06","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",4493,3089002,145.5
,"California","06","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",5222,1535300,340.1
,"California","06","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",5953,722333,824.1
,"California","06","2017","2017","Other bacterial diseases","A30-A49","25-34 years","25-34",274,6023779,4.5
,"California","06","2017","2017","Other bacterial diseases","A30-A49","35-44 years","35-44",529,5223062,10.1
,"California","06","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",1412,5162688,27.4
,"California","06","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",3297,4762678,69.2
,"California","06","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",4868,3195800,152.3
,"California","06","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",5447,1576765,345.5
,"California","06","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",6292,732793,858.6
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","25-34 years","25-34",18,726278,Unreliable
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","35-44 years","35-44",37,699644,5.3
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",117,742698,15.8
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",231,597644,38.7
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",277,309960,89.4
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",421,170052,247.6
,"Colorado","08","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",365,69613,524.3
,"Colorado","08","2011","2011","Other bacterial diseases","A30-A49","25-34 years","25-34",19,746007,Unreliable
,"Colorado","08","2011","2011","Other bacterial diseases","A30-A49","35-44 years","35-44",39,701115,5.6
,"Colorado","08","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",131,734382,17.8
,"Colorado","08","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",237,628620,37.7
,"Colorado","08","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",315,327889,96.1
