"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"2018","2018","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",22,1415876,1.6
,"2018","2018","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",81,7352455,1.1
,"2018","2018","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",29,1259167,2.3
,"2018","2018","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",128,7499322,1.7
,"2018","2018","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",38,1459563,2.6
,"2018","2018","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",150,7929178,1.9
,"2018","2018","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",40,1287771,3.1
,"2018","2018","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",205,7990289,2.6
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Female","F","American Indian or Alaska Native","1002-5",10,121450,Unreliable
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Female","F","Asian","A",10,649153,Unreliable
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",84,1451853,5.8
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",253,8203647,3.1
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Male","M","Asian","A",14,563625,Unreliable
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",64,1278353,5.0
,"2018","2018","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",324,8148755,4.0
,"2018","2018","Renal failure","N17-N19","55-59 years","55-59","Female","F","American Indian or Alaska Native","1002-5",11,120633,Unreliable
,"2018","2018","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",103,1463536,7.0
,"2018","2018","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",417,8910854,4.7
,"2018","2018","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian","A",11,512129,Unreliable
,"2018","2018","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",108,1261541,8.6
,"2018","2018","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",549,8624486,6.4
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Female","F","American Indian or Alaska Native","1002-5",11,102523,Unreliable
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Asian","A",14,554664,Unreliable
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",144,1301050,11.1
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",584,8500455,6.9
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Asian","A",14,450723,Unreliable
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",169,1073845,15.7
,"2018","2018","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",745,7982518,9.3
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Female","F","Asian","A",23,469559,4.9
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",154,1027711,15.0
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",773,7371013,10.5
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Male","M","American Indian or Alaska Native","1002-5",11,68649,Unreliable
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian","A",32,367546,8.7
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",166,791560,21.0
,"2018","2018","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",935,6713016,13.9
,"2018","2018","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian","A",24,340247,7.1
,"2018","2018","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",162,722317,22.4
,"2018","2018","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",878,6001102,14.6
,"2018","2018","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian","A",47,268291,17.5
,"2018","2018","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",140,527361,26.5
,"2018","2018","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",1094,5302945,20.6
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian","A",27,228632,11.8
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",148,496165,29.8
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",928,4313074,21.5
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",10,28596,Unreliable
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian","A",40,181752,22.0
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",146,329086,44.4
,"2018","2018","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",1110,3565466,31.1
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",12,22098,Unreliable
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian","A",49,155594,31.5
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",148,336470,44.0
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",978,2990755,32.7
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian","A",54,116509,46.3
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",122,195786,62.3
,"2018","2018","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",1070,2238341,47.8
,"2018","2018","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian","A",45,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",119,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",1014,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian","A",38,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",86,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",958,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian","A",44,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",74,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",745,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian","A",28,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",40,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",549,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","95-99 years","95-99","Female","F","Asian","A",11,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",32,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",309,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",13,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",169,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",40,Not Applicable,Not Applicable
,"2018","2018","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",26,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","White","2106-3",12,7695287,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","White","2106-3",11,8113485,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","White","2106-3",14,8262050,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Black or African American","2054-5",10,1890983,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",29,8723515,0.3
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",47,8059180,0.6
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Black or African American","2054-5",10,1601917,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",50,8446320,0.6
,"2019","2019","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Black or African American","2054-5",21,1565644,1.3
,"2019","2019","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","White","2106-3",63,7986105,0.8
,"2019","2019","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Black or African American","2054-5",19,1438276,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","White","2106-3",87,8241017,1.1
,"2019","2019","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",20,1440802,1.4
,"2019","2019","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",95,7408669,1.3
,"2019","2019","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",23,1285453,1.8
,"2019","2019","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",111,7568184,1.5
,"2019","2019","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",38,1451345,2.6
,"2019","2019","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",155,7752420,2.0
,"2019","2019","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",34,1276791,2.7
,"2019","2019","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",212,7809387,2.7
,"2019","2019","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Black or African American","2054-5",73,1425303,5.1
,"2019","2019","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","White","2106-3",227,8004484,2.8
,"2019","2019","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","American Indian or Alaska Native","1002-5",11,120871,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Asian","A",19,573499,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Black or African American","2054-5",68,1253207,5.4
,"2019","2019","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","White","2106-3",291,7972299,3.7
,"2019","2019","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Black or African American","2054-5",96,1468538,6.5
,"2019","2019","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","White","2106-3",395,8850887,4.5
,"2019","2019","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","American Indian or Alaska Native","1002-5",11,117227,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Black or African American","2054-5",111,1265153,8.8
,"2019","2019","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","White","2106-3",517,8576309,6.0
,"2019","2019","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","More than one race","M",10,137444,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Asian","A",12,563222,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Black or African American","2054-5",151,1332321,11.3
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","White","2106-3",566,8564001,6.6
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","American Indian or Alaska Native","1002-5",10,97384,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Asian","A",23,459796,5.0
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Black or African American","2054-5",167,1103863,15.1
,"2019","2019","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","White","2106-3",726,8061864,9.0
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","American Indian or Alaska Native","1002-5",12,80478,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Asian","A",15,483921,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",140,1064201,13.2
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",711,7514281,9.5
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian","A",35,378674,9.2
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",140,819133,17.1
,"2019","2019","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",893,6831995,13.1
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",10,57552,Unreliable
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Asian","A",32,366479,8.7
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",141,771158,18.3
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",906,6251368,14.5
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Asian","A",40,286774,13.9
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",167,561780,29.7
,"2019","2019","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",966,5530279,17.5
,"2019","2019","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Asian","A",32,241926,13.2
,"2019","2019","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",149,518159,28.8
,"2019","2019","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",939,4483876,20.9
,"2019","2019","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian","A",54,190490,28.3
,"2019","2019","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",163,343743,47.4
,"2019","2019","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",1076,3711138,29.0
,"2019","2019","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Asian","A",45,163352,27.5
,"2019","2019","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",122,349141,34.9
,"2019","2019","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",944,3067596,30.8
,"2019","2019","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian","A",35,123778,28.3
,"2019","2019","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",125,206090,60.7
,"2019","2019","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",998,2307320,43.3
,"2019","2019","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian","A",41,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",109,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",864,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian","A",39,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",82,Not Applicable,Not Applicable
,"2019","2019","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",863,Not Applicable,Not Applicable
